id,gender,major,admission_type,admission_group,admission_score,credits_sem5,credits_sem6,credits_sem7,credits_sem8,failed_sem5,failed_sem6,failed_sem7,failed_sem8,warn_sem5,warn_sem6,warn_sem7,warn_sem8,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,gpa_sem6,gpa_sem7,gpa_sem8,target
SV04998,Nam,"Kỹ thuật điện, điện tử",ĐGTD,A00,20.71,72,86,100,102,0,0,0,0,0,0,0,0,2.82,2.93,3.27,3.29,3.06,3,3,0.12,1
SV04999,Nữ,Truyền thông đa phương tiện,ĐGNL,X06,20.65,62,72,84,86,0,0,0,0,0,0,0,0,2.62,2.87,2.46,2.44,1.86,1.97,2.03,0.3,0
SV05000,Nữ,Marketing,THPT,A01,25.41,73,88,102,103,0,0,0,0,0,0,0,0,3.36,3.62,3.4,3.16,2.91,3.31,3.1,0,0
SV05001,Nữ,Công nghệ thông tin,ĐGNL,X26,20.43,55,62,68,69,0,0,1,2,0,0,0,0,2.3,2.01,2.11,2.17,1.63,1.33,1.29,0,0
SV05002,Nam,Trí tuệ nhân tạo,Xét tuyển thẳng,X06,0,36,41,47,49,2,3,4,4,0,0,0,0,1.54,1.72,1.37,1.13,1.4,1.37,1.59,0.42,0
SV05003,Nam,Kế toán CLC,THPT,X26,25.19,52,61,73,74,0,0,0,0,0,0,0,0,2.68,2.25,1.76,1.66,1.79,1.78,2.09,0,1
SV05004,Nam,Truyền thông đa phương tiện,THPT,A00,25.6,56,64,73,74,0,0,0,0,0,0,0,0,2.24,2.34,2.09,2.14,1.59,1.54,1.74,0,1
SV05005,Nam,Công nghệ đa phương tiện,THPT,A00,25.47,70,84,97,98,0,0,0,0,0,0,0,0,2.89,2.89,2.79,2.73,2.91,2.74,2.6,0,1
SV05006,Nam,Báo chí,THPT,D01,24.33,68,82,96,98,0,0,0,0,0,0,0,0,2.82,2.76,2.46,2.69,2.8,2.75,3.04,0.3,0
SV05007,Nữ,Marketing,ĐGNL,A00,19.94,65,78,92,93,0,0,0,0,0,0,0,0,2.16,2.41,2.2,2.96,2.86,2.36,2.81,0,1
SV05008,Nữ,"Kỹ thuật điện, điện tử",THPT,A00,26.66,68,81,95,96,0,0,0,0,0,0,0,0,3.08,3.18,2.85,2.31,2.81,2.42,2.84,0,1
SV05009,Nam,Truyền thông đa phương tiện,ĐGNL,X06,19.38,53,66,78,80,0,0,0,0,0,0,0,0,1.75,1.64,2.22,2.05,2.19,2.37,2.21,0.3,0
SV05010,Nam,Công nghệ thông tin CLC,THPT,X06,27.59,73,88,103,104,0,0,0,0,0,0,0,0,2.87,3.05,3.53,4,3.56,3.83,3.59,0,0
SV05011,Nữ,Kỹ thuật điện tử viễn thông,THPT,A00,26.52,61,74,87,88,0,0,0,0,0,0,0,0,2.8,2.65,2.39,1.82,2.19,2.42,2.42,0,1
SV05012,Nam,Trí tuệ nhân tạo,ĐGTD,X26,18.5,68,81,94,95,0,0,0,0,0,0,0,0,3.1,3.09,2.95,2.55,2.69,2.62,2.69,0,1
SV05013,Nam,Kế toán,THPT,D01,25.38,73,88,103,104,0,0,0,0,0,0,0,0,3.18,3.24,3.17,3.31,3.56,3.95,3.68,0,1
SV05014,Nam,Khoa học máy tính,THPT,X26,27.48,68,83,98,99,0,0,0,0,0,0,0,0,2.46,2.72,2.58,2.8,3.18,3.25,3.25,0,1
SV05015,Nữ,Kế toán CLC,THPT,X26,24.6,63,76,90,92,0,0,0,0,0,0,0,0,2.34,2.64,2.64,2.11,2.47,2.7,2.73,0.24,1
SV05016,Nam,Khoa học máy tính,THPT,X26,26.63,63,75,88,89,0,0,0,0,0,0,0,0,2.6,2.43,2.5,2.06,2.18,2.22,2.56,0,1
SV05017,Nam,An toàn thông tin,THPT,A00,27.99,65,79,92,93,0,0,0,0,0,0,0,0,2.8,2.39,2.21,2.57,2.67,2.84,2.7,0,1
SV05018,Nữ,Marketing CLC,THPT,A00,26.29,63,76,89,90,0,0,0,0,0,0,0,0,2.47,2.72,2.45,1.98,2.56,2.62,2.66,0,1
SV05019,Nam,"Kỹ thuật điện, điện tử",ĐGNL,X26,20.27,72,87,102,103,0,0,0,0,0,0,0,0,2.96,3.2,3.17,3.41,3.72,3.87,3.35,0,1
SV05020,Nữ,Kế toán CLC,ĐGNL,X06,19.35,73,88,103,104,0,0,0,0,0,0,0,0,3.3,3.34,3.38,3.2,3.06,3.37,3.77,0,1
SV05021,Nam,Kỹ thuật điện tử viễn thông,ĐGTD,A01,20.08,68,82,96,97,0,0,0,0,0,0,0,0,2.8,2.98,2.98,2.7,2.36,2.71,2.72,0,0
SV05022,Nam,Marketing,ĐGTD,A01,18.75,63,77,91,93,0,0,0,0,0,0,0,0,2.2,2.29,2.39,2.59,2.65,2.97,2.81,0.3,0
SV05023,Nam,Truyền thông đa phương tiện,THPT,X06,23.42,62,75,89,90,0,0,0,0,0,0,0,0,2.37,2.35,2.21,2.23,2.44,2.47,2.99,0,0
SV05024,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,A01,27.07,68,82,96,98,0,0,0,0,0,0,0,0,2.6,2.59,2.71,2.91,2.74,3.04,2.81,0.3,0
SV05025,Nam,Kỹ thuật điện tử viễn thông,ĐGTD,A00,19.91,66,75,85,86,0,0,0,0,0,0,0,0,3.11,3.21,2.65,2.22,2.38,1.79,1.96,0,1
SV05026,Nam,An toàn thông tin CLC,THPT,A01,27.48,75,90,105,106,0,0,0,0,0,0,0,0,3.43,3.39,3.52,3.59,3.24,3.45,3.82,0,1
SV05027,Nữ,Công nghệ thông tin CLC,THPT,A01,27.13,68,82,96,98,0,0,0,0,0,0,0,0,2.28,2.49,2.83,3.14,3.42,3.04,3.16,0.24,0
SV05028,Nam,An toàn thông tin,THPT,A01,26.73,75,90,105,106,0,0,0,0,0,0,0,0,3.38,3.52,3.93,3.5,3.65,3.79,4,0,1
SV05029,Nữ,Truyền thông đa phương tiện,ĐGNL,A01,20.53,69,83,97,98,0,0,0,0,0,0,0,0,2.44,2.83,3.06,3.03,2.82,2.89,2.98,0,1
SV05030,Nam,Công nghệ thông tin CLC,THPT,A01,27.36,71,86,101,102,0,0,0,0,0,0,0,0,2.81,2.98,2.9,3.23,3.67,3.49,3.53,0,1
SV05031,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,27.76,70,84,98,99,0,0,0,0,0,0,0,0,3.14,2.82,3.06,2.93,3,2.77,2.99,0,1
SV05032,Nữ,Kỹ thuật điện tử viễn thông,THPT,X06,26.22,70,85,100,101,0,0,0,0,0,0,0,0,3.19,3.15,3.05,3.17,2.93,3.4,3.46,0,0
SV05033,Nữ,Công nghệ thông tin UDU,ĐGNL,A01,20.64,66,79,93,94,0,0,0,0,0,0,0,0,2.61,2.63,2.9,2.7,2.63,2.63,3.04,0,1
SV05034,Nam,An toàn thông tin CLC,THPT,X06,28.54,75,90,105,106,0,0,0,0,0,0,0,0,3.62,3.65,4,4,4,4,3.87,0,1
SV05035,Nữ,Trí tuệ nhân tạo,ĐGNL,A01,20.42,62,75,88,90,0,0,0,0,0,0,0,0,2.09,2.25,2.44,2.12,2.36,2.5,2.49,0.3,0
SV05036,Nữ,Công nghệ thông tin CLC,THPT,X26,27.56,72,87,102,103,0,0,0,0,0,0,0,0,3.56,3.37,3.08,2.95,3.15,3.39,3.56,0,1
SV05037,Nữ,Khoa học máy tính,THPT,A01,25.61,68,81,95,96,0,0,0,0,0,0,0,0,3.07,2.96,2.74,2.45,2.41,2.63,2.71,0,1
SV05038,Nữ,Marketing CLC,THPT,X06,25.46,70,85,99,100,0,0,0,0,0,0,0,0,2.48,3.14,2.96,3.01,3.28,3.31,3.13,0,0
SV05039,Nữ,Báo chí,THPT,D01,26.17,68,81,94,95,0,0,0,0,0,0,0,0,2.53,2.98,3.07,3.03,2.69,2.43,2.43,0,1
SV05040,Nam,Công nghệ thông tin,THPT,X06,28.88,74,89,104,105,0,0,0,0,0,0,0,0,3.16,3.26,3.38,3.99,3.9,4,3.92,0,1
SV05041,Nam,Công nghệ thông tin UDU,ĐGTD,X26,20.23,61,72,81,83,0,0,0,0,0,0,0,0,2.36,2.36,2.52,1.96,2.14,2.01,1.85,0.12,0
SV05042,Nam,An toàn thông tin CLC,THPT,A01,26.54,64,76,84,85,0,0,0,0,0,0,0,0,2.75,2.64,2.56,2.17,2.21,2.03,1.64,0,0
SV05043,Nữ,Logistics và quản trị chuỗi cung ứng,Xét tuyển thẳng,X06,0,42,45,48,49,1,2,4,6,0,0,0,0,1.85,1.88,1.76,1.42,1.1,0.57,0.81,0,0
SV05044,Nữ,Kế toán,THPT,X06,23.48,75,90,105,106,0,0,0,0,0,0,0,0,3.41,3.28,3.63,3.75,3.56,3.43,3.4,0,1
SV05045,Nam,"Kỹ thuật điện, điện tử",THPT,A00,26.76,70,84,98,100,0,0,0,0,0,0,0,0,2.92,2.94,2.87,3.23,3.22,3.2,3.16,0.12,1
SV05046,Nam,Công nghệ thông tin UDU,ĐGNL,A01,19.93,61,74,88,89,0,0,0,0,0,0,0,0,2.25,2.02,2.65,2.26,2.35,2.45,2.73,0,1
SV05047,Nữ,Công nghệ đa phương tiện,ĐGTD,X26,19.84,73,88,103,104,0,0,0,0,0,0,0,0,2.82,2.9,3.26,3.54,3.94,3.97,4,0,0
SV05048,Nam,Kế toán CLC,THPT,X06,26.68,68,81,93,94,0,0,0,0,0,0,0,0,3.07,3.14,2.64,2.62,2.87,2.55,2.32,0,1
SV05049,Nữ,Công nghệ thông tin Việt - Nhật,THPT,A01,28.17,75,90,105,106,0,0,0,0,0,0,0,0,3.4,3.26,3.33,3.33,3.64,3.53,3.45,0,0
SV05050,Nam,Khoa học máy tính,ĐGNL,X06,20.73,61,73,86,87,0,0,0,0,0,0,0,0,2.27,2.17,2.22,2.62,2.35,2.19,2.36,0,0
SV05051,Nam,Logistics và quản trị chuỗi cung ứng,THPT,A01,24.69,68,82,96,97,0,0,0,0,0,0,0,0,2.9,2.89,2.94,2.59,2.63,3.02,2.71,0,0
SV05052,Nam,An toàn thông tin CLC,ĐGNL,A01,19.51,66,79,92,93,0,0,0,0,0,0,0,0,2.45,2.39,2.87,2.65,2.39,2.6,2.46,0,0
SV05053,Nữ,Báo chí,ĐGTD,A00,19.46,66,79,91,92,0,0,0,0,0,0,0,0,2.64,2.78,2.41,2.54,2.62,2.57,2.28,0,1
SV05054,Nam,Khoa học máy tính,THPT,A01,26.7,73,88,103,104,0,0,0,0,0,0,0,0,3.26,3.15,3.04,3.26,3.71,3.96,4,0,1
SV05055,Nữ,Trí tuệ nhân tạo,ĐGTD,A00,19.51,67,80,93,94,0,0,0,0,0,0,0,0,2.71,2.39,2.38,2.68,2.71,2.57,2.41,0,1
SV05056,Nam,Khoa học máy tính,THPT,A00,28.89,64,77,89,90,0,0,0,0,0,0,0,0,2.52,2.31,2.71,2.48,2.3,2.39,2.3,0,0
SV05057,Nam,Báo chí,ĐGTD,A01,19.23,66,80,94,96,0,0,0,0,0,0,0,0,2.79,2.42,2.63,2.51,2.57,3.07,2.74,0.24,1
SV05058,Nam,"Kỹ thuật điện, điện tử",Xét tuyển thẳng,A01,0,61,73,85,86,0,0,0,0,0,0,0,0,2.52,2.37,2.22,2.15,2,2.03,2.28,0,0
SV05059,Nữ,Công nghệ thông tin CLC,ĐGNL,X26,19.62,67,79,92,94,0,0,0,0,0,0,0,0,2.26,2.63,2.76,2.91,2.78,2.26,2.43,0.3,0
SV05060,Nữ,Kế toán CLC,Xét tuyển thẳng,A01,0,65,79,94,95,0,0,0,0,0,0,0,0,2.33,2.58,2.47,2.61,3,3.19,3.55,0,1
SV05061,Nữ,Marketing CLC,ĐGTD,X06,20.18,62,75,88,89,0,0,0,0,0,0,0,0,2.31,2.51,2.37,2.11,2.06,2.52,2.4,0,1
SV05062,Nam,Kế toán CLC,THPT,A01,24.6,57,66,75,76,0,0,0,0,0,0,0,0,2.44,2.58,2.41,1.92,1.59,1.65,1.87,0,1
SV05063,Nữ,Kế toán CLC,THPT,X06,27.64,71,85,99,100,0,0,0,0,0,0,0,0,3.14,3.39,3.21,3.2,3.07,3.23,3.09,0,0
SV05064,Nam,Kế toán CLC,THPT,X26,25.25,71,86,101,103,0,0,0,0,0,0,0,0,2.55,2.84,2.99,3.26,3.51,3.54,3.41,0.12,1
SV05065,Nữ,Marketing CLC,THPT,X26,24.77,65,78,92,93,0,0,0,0,0,0,0,0,2.4,2.72,2.65,2.25,2.57,2.62,2.88,0,1
SV05066,Nữ,Truyền thông đa phương tiện,ĐGNL,X26,19.5,67,82,97,98,0,0,0,0,0,0,0,0,2.44,2.57,2.72,2.67,3.02,3.28,3.44,0,1
SV05067,Nữ,Marketing CLC,THPT,X06,23.38,63,75,87,88,0,0,0,0,0,0,0,0,2.47,2.79,2.27,2.26,2.32,2.22,2.23,0,1
SV05068,Nữ,Trí tuệ nhân tạo,ĐGNL,A00,20.81,30,34,39,40,4,5,6,6,0,0,0,0,1.32,1.44,1.49,1.34,1.04,1.27,1.82,0,0
SV05069,Nam,Trí tuệ nhân tạo,THPT,X06,27.34,70,84,99,101,0,0,0,0,0,0,0,0,3.35,2.93,2.73,2.62,2.99,3.03,3.37,0.24,1
SV05070,Nam,Báo chí,THPT,A01,26.11,71,85,99,100,0,0,0,0,0,0,0,0,2.97,2.91,3.44,3.18,3.07,2.85,3.01,0,1
SV05071,Nam,Khoa học máy tính,THPT,A00,26.56,75,90,105,106,0,0,0,0,0,0,0,0,3.64,3.68,3.81,3.94,3.96,4,4,0,1
SV05072,Nữ,Kế toán,Xét tuyển thẳng,A00,0,42,48,54,55,0,1,2,3,0,0,0,0,1.84,1.61,1.83,1.85,1.37,1.15,1.43,0,0
SV05073,Nam,Công nghệ thông tin,THPT,A01,27.62,34,37,39,40,2,3,5,7,0,0,0,3,1.87,1.52,1.4,1.01,1.01,0.99,0.79,0,1
SV05074,Nữ,"Kỹ thuật điện, điện tử",THPT,X06,25.49,71,85,100,102,0,0,0,0,0,0,0,0,3.29,3.13,2.98,2.94,2.93,3.07,3.32,0.12,1
SV05075,Nam,An toàn thông tin CLC,THPT,A00,28.82,75,90,105,106,0,0,0,0,0,0,0,0,3.93,3.52,3.6,3.49,4,4,3.51,0,1
SV05076,Nữ,Công nghệ thông tin UDU,Xét tuyển thẳng,A01,0,62,74,86,87,0,0,0,0,0,0,0,0,2.22,2.43,2.27,2.37,2.32,2.17,2.28,0,0
SV05077,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,25.78,71,85,100,102,0,0,0,0,0,0,0,0,3,3.03,3.2,2.92,3.29,3.12,3.36,0.12,0
SV05078,Nam,Trí tuệ nhân tạo,ĐGNL,X26,21.36,64,78,92,93,0,0,0,0,0,0,1,2,2.64,2.85,2.33,2.21,2.42,2.92,2.93,0,1
SV05079,Nam,"Kỹ thuật điện, điện tử",THPT,A00,27.48,71,85,100,101,0,0,0,0,0,0,0,0,2.92,2.93,3.23,3.26,2.96,3.22,3.38,0,1
SV05080,Nữ,Marketing CLC,THPT,X06,27.02,66,79,92,94,0,0,0,0,0,0,0,0,2.71,2.59,2.54,2.42,2.37,2.61,2.43,0.3,0
SV05081,Nam,Công nghệ thông tin Việt - Nhật,ĐGNL,X26,20.66,67,77,85,86,0,0,0,0,0,0,0,0,2.81,2.73,2.76,2.55,2.16,1.96,1.51,0,1
SV05082,Nam,Marketing CLC,ĐGNL,A01,20.74,62,76,89,90,0,0,0,0,0,0,0,0,2.18,2.51,2.21,2.22,2.52,2.75,2.7,0,1
SV05083,Nam,Trí tuệ nhân tạo,ĐGNL,X26,20.23,74,89,104,105,0,0,0,0,0,0,0,0,2.8,3.35,3.47,3.66,4,4,4,0,1
SV05084,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,D01,25.47,68,82,97,98,0,0,0,0,0,0,0,0,3.14,2.92,2.65,2.55,2.79,3.01,3.37,0,1
SV05085,Nữ,Marketing CLC,Xét tuyển thẳng,X26,0,24,26,27,28,4,6,8,10,0,0,0,0,1.21,1.25,1.12,1,0.65,0.63,0.63,0,0
SV05086,Nữ,Công nghệ thông tin UDU,THPT,A00,27.2,75,90,105,106,0,0,0,0,0,0,0,0,3.24,3.29,3.83,3.9,4,3.99,3.73,0,1
SV05087,Nam,"Kỹ thuật điện, điện tử",Xét tuyển thẳng,A00,0,65,79,94,95,0,0,0,0,0,0,0,0,2.64,2.59,2.5,2.52,2.44,2.76,3.25,0,0
SV05088,Nữ,Công nghệ thông tin CLC,THPT,A00,24.64,64,77,91,93,0,0,0,0,0,0,0,0,2.35,2.62,2.66,2.46,2.5,2.62,2.74,0.3,0
SV05089,Nam,An toàn thông tin CLC,THPT,X26,27.2,66,79,93,95,0,0,0,0,0,0,0,0,2.65,2.49,2.73,2.57,2.6,2.5,2.71,0.24,1
SV05090,Nữ,Marketing CLC,THPT,A00,24.52,74,89,103,104,0,0,0,0,0,0,0,0,3.12,3.41,3.74,3.31,3.48,3.41,3.11,0,1
SV05091,Nam,Kỹ thuật điện tử viễn thông,ĐGNL,A01,21.02,67,82,96,98,0,0,0,0,0,0,0,0,2.45,2.83,2.52,2.69,3.2,3.68,2.84,0.24,0
SV05092,Nam,Công nghệ thông tin UDU,ĐGNL,A00,20.5,66,79,93,94,0,0,0,0,0,0,0,0,3.08,2.52,2.35,2.69,2.8,2.67,2.71,0,1
SV05093,Nam,Trí tuệ nhân tạo,THPT,A01,26.12,67,79,91,92,0,0,0,0,0,0,0,0,2.66,2.65,2.9,2.74,2.42,2.28,2.08,0,0
SV05094,Nữ,Báo chí,THPT,X26,24.53,61,73,83,84,0,0,0,0,0,0,0,0,2.22,2.29,2.53,2.35,2.21,2.18,1.97,0,0
SV05095,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,A00,24.63,63,77,91,93,0,0,0,0,0,0,0,0,2.42,2.31,2.14,2.41,2.49,3.01,3.12,0.24,1
SV05096,Nam,Công nghệ thông tin,THPT,X26,27.15,63,75,87,88,0,0,0,0,0,0,0,0,2.79,2.57,2.58,2.43,1.95,2.23,2.25,0,0
SV05097,Nam,Kế toán CLC,ĐGTD,X26,19.23,73,88,103,104,0,0,0,0,0,0,0,0,2.84,2.87,3.24,3.37,3.35,3.55,3.56,0,1
SV05098,Nữ,Công nghệ thông tin Việt - Nhật,THPT,A01,26.09,70,84,97,98,0,0,0,0,0,0,0,0,3.3,3.02,2.83,2.74,2.69,3,2.67,0,0
SV05099,Nam,Khoa học máy tính,THPT,X26,28.33,73,88,103,104,0,0,0,0,0,0,0,0,2.74,3.19,3.43,3.51,3.77,3.46,3.99,0,0
SV05100,Nam,Công nghệ thông tin Việt - Nhật,THPT,X06,26.32,74,89,104,105,0,0,0,0,0,0,0,0,3.22,3.38,3.46,3.79,4,4,3.91,0,1
SV05101,Nữ,Marketing CLC,THPT,X26,24.03,72,86,101,102,0,0,0,0,0,0,0,0,2.77,2.88,3.15,3.29,3.36,3.21,3.31,0,0
SV05102,Nữ,Marketing CLC,Xét tuyển thẳng,X06,0,61,74,88,89,0,0,0,0,0,0,0,0,1.97,2.14,2.38,2.4,2.47,2.58,2.77,0,1
SV05103,Nữ,Công nghệ thông tin CLC,THPT,X26,26.46,68,82,97,98,0,0,0,0,0,0,0,0,2.53,2.65,3.16,2.95,2.94,2.86,3.48,0,0
SV05104,Nữ,Marketing,ĐGTD,A01,20.04,53,65,77,79,0,0,0,0,0,0,0,0,2.33,2.26,1.96,1.66,1.94,2.26,2.2,0.3,0
SV05105,Nam,An toàn thông tin,ĐGNL,X06,20.94,9,10,11,12,8,10,12,14,0,0,0,0,0.96,0.43,0.18,0.2,0.11,0.08,0.22,0,0
SV05106,Nam,Kế toán CLC,THPT,X26,23.04,72,87,102,103,0,0,0,0,0,0,0,0,2.96,3,3,3.29,3.78,3.96,3.86,0,1
SV05107,Nam,Công nghệ đa phương tiện,THPT,A00,22.43,72,87,101,102,0,0,0,0,0,0,0,0,3.09,2.97,3.2,3.29,3.6,3.38,2.96,0,1
SV05108,Nữ,Báo chí,ĐGNL,X26,19.53,64,78,91,92,0,0,0,0,0,0,0,0,2.72,2.29,2.16,2.5,2.66,2.71,2.47,0,1
SV05109,Nữ,Công nghệ thông tin Việt - Nhật,ĐGNL,A01,19.58,68,83,98,99,0,0,0,0,0,0,0,0,2.57,2.62,2.74,2.8,3.19,3.36,3.46,0,1
SV05110,Nam,Công nghệ thông tin Việt - Nhật,THPT,X06,26.8,70,84,98,99,0,0,0,0,0,0,0,0,3.17,3.13,3.2,3.13,3.03,2.82,2.77,0,1
SV05111,Nữ,Marketing CLC,ĐGTD,A00,20.76,70,85,100,102,0,0,0,0,0,0,0,0,2.73,3,2.99,2.9,3.08,3.58,3.8,0.12,1
SV05112,Nam,Truyền thông đa phương tiện,THPT,A00,25.29,75,90,105,106,0,0,0,0,0,0,0,0,3.27,3.55,4,3.96,4,4,3.83,0,1
SV05113,Nam,Báo chí,THPT,X06,25.46,68,82,97,98,0,0,0,0,0,0,0,0,3.11,2.75,2.44,2.66,2.81,3.14,3.28,0,1
SV05114,Nữ,Trí tuệ nhân tạo,THPT,X06,25.89,75,90,104,105,0,0,0,0,0,0,0,0,3.44,3.35,3.29,3.29,3.43,3.43,3.08,0,1
SV05115,Nam,Công nghệ thông tin CLC,ĐGNL,X06,20.66,65,78,92,93,0,0,0,0,0,0,0,0,2.61,2.66,2.57,2.72,2.33,2.46,2.93,0,0
SV05116,Nam,Công nghệ thông tin CLC,THPT,X06,26.91,69,83,97,99,0,0,0,0,0,0,0,0,2.82,2.78,2.74,2.5,3.02,3.14,3.11,0.24,1
SV05117,Nữ,Công nghệ thông tin CLC,THPT,A00,26.82,66,80,94,95,0,0,0,0,0,0,0,0,2.91,2.39,2.67,2.56,2.68,2.81,3.07,0,0
SV05118,Nữ,Marketing,THPT,D01,24.92,74,89,104,105,0,0,0,0,0,0,0,0,3.22,3.49,3.43,3.99,4,4,3.81,0,1
SV05119,Nam,Kỹ thuật điện tử viễn thông,THPT,X26,25.14,73,88,103,104,0,0,0,0,0,0,0,0,3.1,3.15,3.63,3.55,3.74,3.48,4,0,1
SV05120,Nam,Trí tuệ nhân tạo,THPT,X26,28.49,72,86,101,103,0,0,0,0,0,0,0,0,3.35,3.34,2.8,3.16,3.2,3.1,3.28,0.12,1
SV05121,Nam,"Kỹ thuật điện, điện tử",ĐGTD,A01,21.72,69,84,98,100,0,0,0,0,0,0,0,0,2.58,2.88,2.97,3.15,3.04,3.25,3.14,0.12,0
SV05122,Nam,Kế toán CLC,THPT,X06,21.34,65,78,88,90,0,0,0,0,0,0,0,0,2.43,2.38,2.64,2.29,2.71,2.57,1.97,0.24,0
SV05123,Nam,Kế toán CLC,Xét tuyển thẳng,D01,0,55,63,71,72,0,0,0,0,0,0,0,0,2.14,2.27,2.26,1.98,1.8,1.52,1.61,0,1
SV05124,Nam,Truyền thông đa phương tiện,ĐGNL,X06,18.9,56,69,82,84,0,0,0,0,0,0,0,0,2.35,1.92,1.81,2.34,2.64,2.7,2.54,0.3,0
SV05125,Nam,An toàn thông tin CLC,ĐGNL,X26,21.16,71,85,100,101,0,0,0,0,0,0,0,0,3.3,3.03,2.79,2.88,2.99,3.13,3.61,0,1
SV05126,Nam,Công nghệ đa phương tiện,ĐGTD,X06,19.68,66,79,93,95,0,0,0,0,0,0,0,0,2.39,2.59,2.79,2.64,2.63,2.66,3.16,0.3,0
SV05127,Nam,Công nghệ thông tin CLC,THPT,X26,27.95,69,82,95,96,0,0,0,0,0,0,0,0,2.93,3.15,2.9,2.98,2.53,2.59,2.63,0,1
SV05128,Nữ,Marketing CLC,THPT,X06,26.09,67,81,94,95,0,0,0,0,0,0,0,0,2.56,2.64,2.65,2.99,3.17,2.83,2.64,0,0
SV05129,Nam,Truyền thông đa phương tiện,THPT,X26,26.51,72,87,102,103,0,0,0,0,0,0,0,0,3.07,3.05,3.02,3.75,3.64,4,3.98,0,1
SV05130,Nam,Kế toán,THPT,D01,24.76,73,88,103,104,0,0,0,0,0,0,0,0,2.89,3.19,3.37,3.46,3.48,3.38,3.62,0,0
SV05131,Nữ,Công nghệ thông tin Việt - Nhật,THPT,X26,27,69,83,97,98,0,0,0,0,0,0,0,0,2.67,2.79,2.74,3.08,3.21,3.04,2.77,0,0
SV05132,Nam,Logistics và quản trị chuỗi cung ứng,ĐGNL,A00,20.21,74,88,103,104,0,0,0,0,0,0,0,0,3.55,3.52,3.72,3.42,3.17,3.14,3.59,0,1
SV05133,Nữ,Marketing,ĐGTD,X26,20.18,39,47,55,57,2,2,2,2,0,0,0,0,1.29,1.41,1.71,1.84,2.03,1.83,1.88,0.18,0
SV05134,Nữ,Trí tuệ nhân tạo,THPT,X06,26.49,66,79,92,93,0,0,0,0,0,0,0,0,2.7,2.78,2.49,2.57,2.51,2.39,2.63,0,1
SV05135,Nữ,Công nghệ đa phương tiện,ĐGNL,A01,19.47,72,87,102,103,0,0,0,0,0,0,0,0,3.09,3.32,3.09,3.41,3.15,3.5,3.6,0,0
SV05136,Nam,An toàn thông tin,THPT,X06,26.85,66,79,91,92,0,0,0,0,0,0,0,0,2.56,2.48,2.72,2.7,2.67,2.7,2.22,0,1
SV05137,Nữ,Marketing,THPT,X06,25.41,72,85,99,101,0,0,0,0,0,0,0,0,3.22,3.44,3.35,3.15,2.9,2.64,3.22,0.12,1
SV05138,Nữ,Kế toán CLC,THPT,X26,25.67,74,88,103,104,0,0,0,0,0,0,0,0,3.17,3.4,3.46,3.25,3.4,3.14,3.32,0,0
SV05139,Nam,An toàn thông tin,THPT,X26,26.5,68,82,96,97,0,0,0,0,0,0,0,0,2.73,2.64,3.01,2.42,3.02,2.84,2.83,0,0
SV05140,Nam,Báo chí,THPT,A01,23.26,72,87,102,103,0,0,0,0,0,0,0,0,2.8,3.03,3.21,3.74,3.94,3.93,3.81,0,1
SV05141,Nam,Công nghệ thông tin UDU,THPT,A01,26.56,63,73,82,84,0,0,0,0,0,0,0,0,2.45,2.91,3.18,2.41,1.87,1.89,1.87,0.3,0
SV05142,Nữ,Trí tuệ nhân tạo,THPT,A00,28.35,72,86,100,102,0,0,0,0,0,0,0,0,3.15,3.47,3.54,3.18,2.89,2.93,3.05,0.12,0
SV05143,Nam,Kế toán CLC,THPT,X26,26.28,60,73,85,86,0,0,0,0,0,0,0,0,3.1,2.69,2.04,1.84,2.2,2.6,2.23,0,0
SV05144,Nam,Kế toán,ĐGTD,X06,20.44,72,87,102,103,0,0,0,0,0,0,0,0,2.88,2.79,3.15,3.36,3.61,3.42,3.56,0,0
SV05145,Nữ,Kế toán CLC,THPT,X26,25.05,66,75,83,85,0,0,0,0,0,0,0,0,2.79,2.8,2.71,2.33,2.08,1.87,1.6,0.24,1
SV05146,Nữ,Công nghệ đa phương tiện,ĐGNL,D01,20.32,47,57,70,71,0,0,0,0,0,0,0,0,1.88,1.71,1.9,1.84,1.78,1.99,2.43,0,1
SV05147,Nam,Marketing,ĐGNL,X06,20.75,64,77,91,93,0,0,0,0,0,0,0,0,2.46,2.41,2.32,2.49,2.59,2.69,2.75,0.3,0
SV05148,Nam,"Kỹ thuật điện, điện tử",THPT,X26,25.57,64,78,92,93,0,0,0,0,0,0,0,0,2.16,2.01,2.4,2.77,3.03,2.92,2.74,0,1
SV05149,Nam,Công nghệ thông tin UDU,THPT,X06,27.15,68,83,98,99,0,0,0,0,0,0,0,0,2.65,2.68,3.12,3.17,3.12,3.43,3.46,0,1
SV05150,Nữ,Marketing CLC,ĐGTD,A01,20.45,65,78,91,93,0,0,0,0,0,0,0,0,3.05,2.44,2.55,2.38,2.34,2.39,2.36,0.24,1
