student_id,gender,major,admission_type,gpa_year1,gpa_year2,gpa_year3,gpa_year4,total_cumulative_gpa,total_credits_required,failed_courses,academic_warnings,attendance_rate,assignment_submission_rate,extra_activities,financial_state,graduate_on_time,graduate_year,achieved_scholarship
S01981,Female,Computer Science,DirectAdmission,2.46,3.13,2.7,2.95,2.81,130,5,0,0.79,0.69,1,Difficult,0,5,1
S01982,Female,Information Technology,EntranceExam,2.18,2.25,2.42,1.33,2.04,130,6,0,0.83,0.76,0,Stable,0,8,1
S01983,Male,Game Design and Development,EntranceExam,2.12,2.55,1.87,2.39,2.23,140,1,0,0.59,0.78,3,Stable,0,6,0
S01984,Female,Information Security,EntranceExam,1.95,2.63,2.31,1.47,2.09,130,3,0,0.84,0.91,1,Average,0,5,1
S01985,Female,Marketing,EntranceExam,1.98,2.71,2.66,2.32,2.42,120,1,0,0.97,0.77,0,Stable,1,4,1
S01986,Male,Information Security,DirectAdmission,2.3,2.51,2.86,2.68,2.59,130,0,1,0.93,0.84,0,Average,1,4,0
S01987,Female,Multimedia Technology,EntranceExam,1.82,1.75,1.88,1.94,1.85,125,2,0,0.89,0.8,1,Stable,0,5,0
S01988,Male,Automation,EntranceExam,3.15,2.97,2.89,2.69,2.92,140,1,0,0.94,0.74,3,Stable,1,4,1
S01989,Female,Information Technology,EntranceExam,3.66,3.55,4,3.74,3.74,130,0,0,0.97,0.88,0,Average,1,4,0
S01990,Male,Accounting,EntranceExam,3.52,3.28,3.06,2.65,3.13,130,0,1,0.81,0.78,1,Stable,1,4,1
S01991,Female,E-commerce,DirectAdmission,1.44,1.45,1.49,1.46,1.46,125,4,2,0.89,1,3,Difficult,0,7,0
S01992,Male,Marketing,EntranceExam,2.14,2.33,2.57,2.51,2.39,120,5,0,0.73,0.52,2,Difficult,0,7,0
S01993,Female,Computer Science,EntranceExam,2.27,3.18,2.32,2.68,2.61,130,0,0,0.87,1,3,Average,1,4,1
S01994,Female,Accounting,EntranceExam,2.07,1.92,1.82,2.03,1.96,130,2,1,1,0.83,2,Stable,0,7,1
S01995,Female,Marketing,EntranceExam,2.7,2.87,3.24,3.19,3,120,0,0,0.89,0.83,1,Average,1,4,0
S01996,Male,Automation,EntranceExam,1.54,2.01,1.6,1.43,1.64,140,6,0,0.83,0.93,0,Stable,0,5,0
S01997,Female,Financial Technology (Fintech),EntranceExam,1.92,2.1,1.8,2.18,2,130,4,1,0.9,0.82,0,Stable,0,6,1
S01998,Female,Information Technology,EntranceExam,2.59,2.34,2.57,2.66,2.54,130,4,0,0.8,0.73,0,Difficult,0,5,1
S01999,Female,Information Technology,EntranceExam,2.55,2.41,2.97,2.73,2.66,130,0,0,0.86,0.9,3,Stable,1,4,0
S02000,Male,Marketing,EntranceExam,2.41,2.23,3.18,2.62,2.61,120,0,0,0.82,0.62,1,Stable,1,4,0
S02001,Female,Notary Relations,EntranceExam,2.48,2.44,1.89,2.48,2.32,125,2,0,0.86,0.86,5,Average,0,5,0
S02002,Male,E-commerce,EntranceExam,2.22,2.74,2.74,2.03,2.43,125,2,0,0.85,0.88,3,Stable,1,4,0
S02003,Female,Information Technology,EntranceExam,3.43,3.44,3.36,2.79,3.26,130,0,0,0.82,0.94,4,Stable,1,4,0
S02004,Male,Information Technology,EntranceExam,2.73,3.11,3.17,2.62,2.91,130,8,1,0.77,0.78,2,Difficult,0,6,0
S02005,Male,Notary Relations,EntranceExam,2.45,2.93,3.05,3.17,2.9,125,0,0,0.84,0.76,1,Stable,1,4,0
S02006,Male,Information Security,EntranceExam,3.98,3.81,3.7,3.91,3.85,130,0,0,0.95,0.76,1,Difficult,1,4,1
S02007,Female,Business Administration,DirectAdmission,1.88,2.58,3.13,2.98,2.64,120,0,0,0.98,0.74,2,Stable,1,4,1
S02008,Female,Notary Relations,EntranceExam,3.12,2.84,3,3.08,3.01,125,0,0,0.83,0.83,3,Stable,1,4,0
S02009,Female,Accounting,EntranceExam,2.96,3.17,2.69,3.37,3.05,130,2,0,0.86,0.57,1,Average,0,7,0
S02010,Female,Business Administration,EntranceExam,1.6,1.64,2.23,1.95,1.86,120,4,2,0.81,0.66,1,Average,0,5,1
S02011,Female,Marketing,EntranceExam,2.56,3.07,2.19,3.2,2.76,120,1,0,0.84,0.68,1,Average,1,4,1
S02012,Male,Accounting,EntranceExam,2.49,2.74,2.78,3.27,2.82,130,1,0,0.85,0.79,1,Average,1,4,0
S02013,Female,Multimedia Communication,EntranceExam,2.88,3.15,2.94,3.2,3.04,125,0,0,0.97,0.95,1,Average,1,4,0
S02014,Male,Accounting,EntranceExam,1.61,2.35,2.24,2.04,2.06,130,5,0,0.86,0.73,3,Average,0,6,0
S02015,Female,Business Administration,DirectAdmission,1.95,2.22,2.09,1.49,1.94,120,3,0,0.89,0.75,2,Stable,0,6,1
S02016,Female,Business Administration,EntranceExam,1.95,2.35,2.69,2.47,2.37,120,1,0,1,0.9,0,Difficult,0,6,1
S02017,Female,Computer Science,EntranceExam,2.08,2.14,2.05,1.42,1.92,130,1,2,0.86,0.78,1,Stable,0,5,0
S02018,Female,Computer Science,DirectAdmission,1.44,1.93,1.14,1.3,1.45,130,6,0,0.91,0.92,0,Average,0,5,0
S02019,Male,Computer Science,EntranceExam,2.52,2.91,1.96,2.87,2.56,130,1,0,0.88,0.67,1,Stable,1,4,0
S02020,Male,Multimedia Communication,EntranceExam,2.44,1.91,2.84,2.12,2.33,125,3,0,0.68,0.88,1,Stable,0,6,0
S02021,Female,E-commerce,EntranceExam,2,2.74,2.56,2.21,2.38,125,1,0,0.86,0.91,1,Stable,1,4,0
S02022,Female,Information Technology,EntranceExam,1.67,2.1,0.65,2.13,1.64,130,6,1,0.75,0.59,1,Average,0,7,1
S02023,Female,Financial Technology (Fintech),EntranceExam,2.37,2.53,2.33,2.59,2.46,130,0,0,1,0.98,2,Stable,1,4,1
S02024,Male,Financial Technology (Fintech),EntranceExam,3.19,3.18,3.64,3.56,3.39,130,0,0,0.87,0.9,2,Average,1,4,1
S02025,Male,Marketing,EntranceExam,3.07,3.31,3.57,2.81,3.19,120,0,0,0.84,0.77,2,Difficult,1,4,1
S02026,Male,Computer Science,EntranceExam,1.44,1.63,2.37,1.81,1.81,130,4,0,0.63,0.74,0,Stable,0,8,0
S02027,Female,Business Administration,EntranceExam,2.08,2.54,2.23,2.36,2.3,120,2,0,0.83,0.82,0,Average,0,7,0
S02028,Male,Game Design and Development,DirectAdmission,1.94,2.39,2.84,2.71,2.47,140,3,0,0.73,0.78,2,Average,0,5,0
S02029,Male,Notary Relations,DirectAdmission,2.82,2.6,2.83,2.7,2.74,125,0,0,0.92,0.71,2,Stable,1,4,0
S02030,Female,Information Security,DirectAdmission,3.17,3,3.13,3.55,3.21,130,0,0,0.97,0.79,1,Stable,1,4,1
S02031,Male,Multimedia Communication,DirectAdmission,2.35,2.74,2.57,3.15,2.7,125,1,0,0.84,0.79,3,Average,1,4,0
S02032,Female,Financial Technology (Fintech),EntranceExam,1.99,1.69,2.29,1.81,1.94,130,9,0,0.76,0.65,1,Stable,0,7,1
S02033,Male,Accounting,DirectAdmission,3.22,2.92,3.1,3.42,3.16,130,0,0,0.84,0.82,0,Average,1,4,1
S02034,Female,Marketing,EntranceExam,2.19,2.68,2.78,1.99,2.41,120,2,0,0.94,0.8,0,Stable,1,4,1
S02035,Male,Information Technology,EntranceExam,2.98,3.18,4,3.27,3.36,130,1,1,0.94,0.89,3,Difficult,1,4,1
S02036,Male,Information Technology,EntranceExam,2.74,3.21,3.03,2.47,2.86,130,1,0,0.81,1,1,Stable,1,4,0
S02037,Male,Information Security,EntranceExam,3.5,3.62,4,3.76,3.72,130,1,0,1,0.95,0,Stable,1,4,1
S02038,Female,E-commerce,EntranceExam,2.58,3.28,3.16,3.25,3.07,125,1,0,0.82,0.96,1,Stable,1,4,0
S02039,Female,Computer Science,DirectAdmission,2.56,1.78,1.74,2.25,2.08,130,2,0,0.81,0.84,1,Stable,0,8,1
S02040,Male,Marketing,EntranceExam,3.1,3.17,2.62,2.83,2.93,120,2,0,0.98,1,1,Stable,1,4,0
S02041,Female,Accounting,EntranceExam,2.28,2.52,3.1,2.77,2.67,130,3,1,0.73,0.79,3,Difficult,0,7,1
S02042,Male,Computer Science,EntranceExam,3.33,3.5,3.95,3.38,3.54,130,0,0,0.83,0.94,2,Stable,1,4,1
S02043,Female,Financial Technology (Fintech),EntranceExam,2.72,2.74,2.82,3.12,2.85,130,0,0,0.88,0.94,2,Average,1,4,0
S02044,Female,Financial Technology (Fintech),DirectAdmission,3.13,3.15,3.05,2.92,3.06,130,0,0,0.81,0.71,1,Stable,1,4,1
S02045,Male,Marketing,EntranceExam,3.05,3.14,2.93,3.07,3.05,120,1,0,0.82,0.72,2,Average,1,4,1
S02046,Male,Marketing,DirectAdmission,1.71,1.69,1.97,1.49,1.72,120,1,0,0.73,0.81,0,Difficult,0,6,0
S02047,Female,Computer Science,EntranceExam,2.79,2.49,2.49,1.83,2.4,130,0,0,0.95,0.73,1,Average,1,4,1
S02048,Male,Accounting,DirectAdmission,3.21,2.9,3,3.3,3.1,130,1,0,0.9,0.99,6,Stable,1,4,1
S02049,Male,Journalism,EntranceExam,2.38,2.19,2.77,2.72,2.52,120,0,0,0.87,0.77,0,Stable,1,4,0
S02050,Female,Information Technology,EntranceExam,3.02,3.57,3.13,3.58,3.32,130,1,0,0.94,0.89,3,Average,1,4,1
S02051,Female,Journalism,DirectAdmission,2.27,2.73,2.35,2.9,2.56,120,4,1,0.83,0.84,1,Average,0,7,1
S02052,Female,Multimedia Technology,EntranceExam,3.24,3.03,2.87,3.1,3.06,125,0,0,0.96,0.94,3,Average,1,4,0
S02053,Male,Information Technology,EntranceExam,1.84,1.63,2.28,2.09,1.96,130,1,0,0.79,0.65,1,Average,0,7,0
S02054,Female,Artificial Intelligence,EntranceExam,2.92,2.74,3.29,2.99,2.98,130,0,0,0.86,0.8,1,Stable,1,4,1
S02055,Male,Accounting,EntranceExam,2.58,2.86,2.7,2.79,2.73,130,0,0,0.86,0.84,2,Average,1,4,0
S02056,Female,Artificial Intelligence,EntranceExam,2.09,2.02,2.43,2.22,2.19,130,3,0,0.74,0.8,0,Average,0,5,0
S02057,Female,Multimedia Technology,EntranceExam,2.37,2.3,2.57,3.38,2.66,125,1,0,0.9,0.9,2,Average,1,4,1
S02058,Male,Information Security,DirectAdmission,2.66,2.42,2.48,2.52,2.52,130,0,0,0.84,0.81,3,Stable,1,4,0
S02059,Male,Multimedia Communication,EntranceExam,2.16,2.77,2.3,2.17,2.35,125,0,0,1,0.8,1,Stable,1,4,0
S02060,Male,Game Design and Development,EntranceExam,2.39,2.98,2.41,3.23,2.75,140,0,0,0.82,0.95,3,Average,1,4,0
S02061,Female,Game Design and Development,EntranceExam,2.88,2.99,2.99,2.88,2.93,140,0,0,0.83,0.77,2,Average,1,4,1
S02062,Male,Business Administration,EntranceExam,2.77,3.09,2.76,3.14,2.94,120,0,0,0.87,0.83,2,Average,1,4,0
S02063,Female,Game Design and Development,EntranceExam,2.94,2.15,3.16,3.05,2.82,140,0,1,0.97,0.72,3,Average,1,4,1
S02064,Male,E-commerce,EntranceExam,2.27,2.46,2.32,2.34,2.35,125,2,0,0.71,0.86,1,Average,0,6,0
S02065,Female,Business Administration,EntranceExam,1.28,1.26,1.23,1.98,1.44,120,6,1,0.73,0.82,1,Difficult,0,6,0
S02066,Male,E-commerce,EntranceExam,2.44,2.15,3.08,2.08,2.44,125,1,0,0.82,0.74,2,Average,1,4,0
S02067,Female,Information Technology,DirectAdmission,2.49,2.23,2.29,2.62,2.41,130,0,0,0.83,0.86,2,Stable,1,4,1
S02068,Female,Game Design and Development,DirectAdmission,2.51,3.14,2.86,2.45,2.74,140,0,0,0.89,0.97,1,Stable,1,4,1
S02069,Female,Financial Technology (Fintech),DirectAdmission,3.54,3.51,3.52,3.76,3.58,130,0,0,0.83,0.73,0,Average,1,4,0
S02070,Female,Financial Technology (Fintech),EntranceExam,1.94,2.38,1.93,1.73,2,130,4,0,0.86,0.71,3,Stable,0,5,1
S02071,Male,Information Security,EntranceExam,3.21,3.23,3.14,3.43,3.25,130,0,0,0.95,0.87,1,Average,1,4,1
S02072,Male,Multimedia Communication,EntranceExam,2.46,2.39,2.79,2.77,2.6,125,0,0,0.83,0.83,1,Stable,1,4,0
S02073,Male,Journalism,EntranceExam,2.83,3.48,3.45,3.41,3.29,120,0,0,0.91,0.98,0,Stable,1,4,1
S02074,Female,Business Administration,EntranceExam,3.45,3.76,3.37,2.72,3.32,120,0,0,1,0.84,1,Stable,1,4,0
S02075,Male,Multimedia Technology,EntranceExam,1.46,1.72,0.87,1.56,1.4,125,4,0,0.84,0.86,1,Stable,0,7,0
S02076,Male,Information Technology,DirectAdmission,2.25,2.57,3.05,3.22,2.77,130,0,0,0.92,0.97,3,Average,1,4,0
S02077,Male,Notary Relations,EntranceExam,1.75,2.34,2.28,1.99,2.09,125,3,0,0.82,0.82,1,Average,0,5,0
S02078,Female,Accounting,DirectAdmission,3.5,3.16,3.18,3.76,3.4,130,0,0,0.82,0.77,2,Stable,1,4,0
S02079,Female,Marketing,EntranceExam,2.18,2.17,2.11,2.2,2.16,120,0,0,0.89,0.79,1,Stable,1,4,0
S02080,Male,Marketing,DirectAdmission,2.37,2.46,2.21,2.02,2.26,120,1,0,0.9,0.63,1,Stable,1,4,0
S02081,Female,Marketing,EntranceExam,2.86,2.78,2.91,2.73,2.82,120,1,0,0.85,0.87,1,Stable,1,4,1
S02082,Male,Financial Technology (Fintech),DirectAdmission,3.1,2.67,2.68,2.87,2.83,130,0,0,0.89,0.83,2,Stable,1,4,0
S02083,Male,Automation,EntranceExam,3.12,2.94,3.21,3.16,3.11,140,0,0,1,0.83,1,Stable,1,4,0
S02084,Male,Artificial Intelligence,EntranceExam,2.63,2.9,2.3,2.21,2.51,130,3,0,0.74,0.77,1,Stable,0,5,0
S02085,Male,Information Security,EntranceExam,2.09,2.55,2.37,2.2,2.3,130,0,0,0.87,0.88,1,Stable,1,4,0
S02086,Female,Information Technology,EntranceExam,1.8,2.21,1.69,1.68,1.84,130,3,0,0.81,0.85,0,Stable,0,5,0
S02087,Male,Information Technology,EntranceExam,2.08,1.96,2.44,2.27,2.19,130,7,0,0.7,0.7,4,Average,0,8,0
S02088,Male,Business Administration,DirectAdmission,2.05,1.94,1.8,1.2,1.75,120,5,0,0.85,0.64,4,Stable,0,8,0
S02089,Female,Accounting,DirectAdmission,2.99,2.67,2.89,3.6,3.04,130,1,0,0.8,0.84,1,Stable,1,4,1
S02090,Male,Artificial Intelligence,DirectAdmission,2.67,3.19,3.6,2.55,3,130,0,1,0.95,0.85,2,Stable,1,4,1
S02091,Male,Artificial Intelligence,EntranceExam,1.89,1.53,2.1,2.16,1.92,130,3,0,0.83,0.93,5,Stable,1,4,0
S02092,Female,Business Administration,EntranceExam,2.02,2.42,2.2,2.18,2.2,120,4,0,0.72,0.77,1,Stable,0,6,1
S02093,Male,Multimedia Technology,EntranceExam,2.17,1.78,2.17,2.07,2.05,125,3,0,0.86,0.85,1,Average,0,5,0
S02094,Female,Information Security,DirectAdmission,2.31,2.86,2.33,3.13,2.66,130,0,0,0.94,1,1,Stable,1,4,1
S02095,Female,Marketing,EntranceExam,2.1,2.28,3.17,2.98,2.63,120,0,0,0.85,0.82,2,Difficult,0,5,1
S02096,Male,Notary Relations,EntranceExam,2.9,2.59,3.31,2.73,2.88,125,1,0,0.86,0.94,1,Average,1,4,0
S02097,Female,Automation,EntranceExam,2.59,2.97,3.27,2.28,2.78,140,2,0,0.68,0.75,0,Difficult,0,6,1
S02098,Male,Journalism,EntranceExam,1.83,1.86,1.96,1.41,1.76,120,4,0,0.83,0.88,1,Stable,0,6,0
S02099,Female,Multimedia Technology,DirectAdmission,3.07,2.95,2.96,3.05,3.01,125,1,0,0.96,0.95,1,Stable,1,4,0
S02100,Female,Automation,EntranceExam,2.51,2.88,2.72,2.63,2.68,140,1,0,0.9,0.7,0,Average,1,4,0
S02101,Male,Artificial Intelligence,EntranceExam,2.44,2.69,3.1,3.05,2.82,130,0,0,0.92,0.83,1,Stable,1,4,0
S02102,Female,Information Technology,EntranceExam,2.29,2.78,2.59,2.65,2.58,130,1,0,0.85,0.88,1,Average,1,4,1
S02103,Female,Financial Technology (Fintech),EntranceExam,2.54,2.9,2.77,2.39,2.65,130,0,0,0.99,0.74,0,Stable,1,4,1
S02104,Female,Journalism,EntranceExam,2.11,2.66,2.01,1.98,2.19,120,0,0,0.85,0.85,2,Stable,1,4,1
S02105,Female,Multimedia Communication,EntranceExam,2.11,1.7,1.37,1.62,1.7,125,2,0,1,0.86,2,Stable,1,4,1
S02106,Male,Artificial Intelligence,DirectAdmission,2.34,2.41,2.46,1.98,2.3,130,3,0,0.72,0.72,1,Average,0,6,0
S02107,Male,Information Technology,EntranceExam,2.44,2.58,2.36,2.2,2.39,130,1,0,0.93,0.91,0,Stable,1,4,0
S02108,Female,Information Security,EntranceExam,3.67,2.97,3.65,3.29,3.4,130,0,0,0.8,1,1,Average,1,4,0
S02109,Male,Multimedia Technology,DirectAdmission,1.93,1.97,2.16,1.79,1.96,125,3,1,0.77,0.65,1,Difficult,0,8,0
S02110,Male,Information Technology,EntranceExam,2.38,3.6,3.47,2.85,3.08,130,0,0,0.9,0.61,3,Average,1,4,0
S02111,Female,Marketing,EntranceExam,2.7,2.55,2.53,2.13,2.48,120,0,0,0.96,0.75,0,Stable,1,4,1
S02112,Female,Game Design and Development,EntranceExam,2.93,2.84,2.8,2.49,2.76,140,3,0,0.75,0.8,2,Difficult,0,5,0
S02113,Female,Game Design and Development,EntranceExam,2.32,2.55,2.71,3.09,2.67,140,2,2,0.65,0.65,3,Average,0,7,1
S02114,Male,Multimedia Technology,DirectAdmission,3.11,2.98,3.44,2.83,3.09,125,0,1,0.81,0.7,1,Stable,1,4,1
S02115,Female,Notary Relations,EntranceExam,1.63,2.1,1.66,1.69,1.77,125,6,0,0.92,0.76,1,Stable,0,8,1
S02116,Female,Artificial Intelligence,EntranceExam,2.08,2.47,2.12,2.44,2.28,130,2,0,0.95,1,2,Stable,1,4,1
S02117,Female,Computer Science,DirectAdmission,2.36,2.58,2.62,2.52,2.52,130,1,0,0.84,0.86,0,Stable,1,4,1
S02118,Male,Accounting,EntranceExam,2.85,2.45,2.97,2.87,2.78,130,0,0,0.95,0.79,2,Average,1,4,0
S02119,Female,Information Security,EntranceExam,2.45,2,2.5,2.54,2.37,130,4,0,0.68,0.79,2,Stable,0,6,0
S02120,Female,Artificial Intelligence,DirectAdmission,2.5,2.86,2.75,3.61,2.93,130,0,0,0.99,0.81,0,Average,1,4,0
S02121,Female,Computer Science,DirectAdmission,2.87,3.08,3.51,3.71,3.29,130,0,0,0.88,0.94,2,Average,1,4,0
S02122,Female,Information Technology,EntranceExam,2.23,1.9,2.44,2.28,2.21,130,1,0,0.88,0.81,1,Stable,1,4,1
S02123,Male,Multimedia Technology,EntranceExam,1.78,2.31,2.86,2.67,2.4,125,1,0,0.9,0.75,2,Stable,1,4,0
S02124,Female,Accounting,EntranceExam,2.28,3.11,3.13,2.75,2.82,130,0,0,0.83,0.88,2,Stable,1,4,0
S02125,Male,Information Technology,DirectAdmission,2.19,2.19,2.14,2.61,2.28,130,1,0,0.79,0.87,0,Average,0,5,0
S02126,Male,Artificial Intelligence,EntranceExam,2.42,2.97,3.09,2.99,2.87,130,0,0,0.87,0.86,2,Stable,1,4,0
S02127,Male,Accounting,DirectAdmission,2.68,2.89,2.54,3.01,2.78,130,1,0,0.82,1,0,Stable,1,4,0
S02128,Female,Artificial Intelligence,EntranceExam,1.9,1.58,2.04,1.68,1.8,130,5,0,0.84,0.73,0,Average,0,5,0
S02129,Male,Information Technology,EntranceExam,2.55,2.46,2.56,2.86,2.61,130,0,1,0.88,0.88,0,Stable,1,4,0
S02130,Male,Computer Science,EntranceExam,2.98,3,3.11,2.76,2.96,130,0,0,0.81,0.68,3,Average,1,4,0
S02131,Male,Game Design and Development,EntranceExam,2.6,2.88,2.81,2.44,2.68,140,0,0,0.85,1,0,Average,1,4,0
S02132,Male,E-commerce,EntranceExam,2.78,2.88,2.34,2.39,2.6,125,2,0,0.8,0.84,0,Difficult,0,5,0
S02133,Male,Information Security,EntranceExam,2.06,2.64,2.96,2.91,2.64,130,1,0,0.88,0.95,2,Average,1,4,0
S02134,Male,Automation,DirectAdmission,1.9,2.15,2.49,2.36,2.22,140,7,0,0.77,0.76,3,Stable,0,7,0
S02135,Female,Multimedia Communication,EntranceExam,2.03,2.51,2.73,2.83,2.52,125,1,0,0.88,0.89,1,Average,1,4,1
S02136,Female,Multimedia Communication,EntranceExam,3.19,3.17,2.45,3.35,3.04,125,0,0,0.87,0.8,1,Stable,1,4,0
S02137,Male,Accounting,EntranceExam,1.83,2.43,2.34,2.18,2.19,130,2,0,0.74,0.78,2,Stable,0,5,0
S02138,Male,Information Security,EntranceExam,3.38,3.64,3.26,3.44,3.43,130,1,0,0.97,0.9,1,Stable,1,4,1
S02139,Male,Financial Technology (Fintech),EntranceExam,0.95,1.17,1.62,1.21,1.24,130,8,0,0.67,0.74,5,Stable,0,6,0
S02140,Female,Information Technology,EntranceExam,2.24,1.95,2.74,1.89,2.2,130,3,0,0.75,0.8,3,Stable,0,5,1
S02141,Female,Computer Science,EntranceExam,3.07,3.21,2.38,2.96,2.9,130,0,0,0.82,0.78,2,Stable,1,4,1
S02142,Female,Journalism,EntranceExam,2.32,2.48,2.72,2.92,2.61,120,5,0,0.72,0.91,1,Average,0,6,1
S02143,Male,Artificial Intelligence,DirectAdmission,3.35,3.13,3.31,3.48,3.32,130,1,1,0.91,0.66,4,Stable,1,4,1
S02144,Male,Computer Science,DirectAdmission,1.79,2.68,2.52,2.34,2.33,130,7,0,0.81,0.77,1,Difficult,0,5,0
S02145,Male,Multimedia Technology,EntranceExam,3.29,3.71,3.49,3.13,3.4,125,0,0,1,0.84,1,Average,1,4,1
S02146,Male,Multimedia Communication,EntranceExam,2.16,1.84,1.86,2.17,2.01,125,2,0,0.89,0.8,0,Difficult,0,6,0
S02147,Female,Computer Science,EntranceExam,2.81,2.65,2.81,2.42,2.67,130,0,0,0.93,0.73,1,Stable,1,4,1
S02148,Male,Computer Science,EntranceExam,1.83,2.49,1.78,2.09,2.05,130,4,0,0.83,0.77,1,Stable,0,6,0
S02149,Female,Accounting,EntranceExam,2.82,2.86,2.76,2.08,2.63,130,1,0,0.8,0.96,1,Stable,1,4,1
S02150,Male,Information Security,EntranceExam,3.39,3.98,3.65,3.69,3.68,130,0,0,0.8,0.64,3,Difficult,1,4,1
S02151,Male,Game Design and Development,EntranceExam,3.29,2.62,2.64,3.13,2.92,140,0,0,0.85,0.63,1,Stable,1,4,0
S02152,Female,Multimedia Communication,EntranceExam,2.78,2.86,2.66,2.68,2.74,125,1,0,0.92,0.84,1,Stable,1,4,1
S02153,Male,Information Technology,EntranceExam,2.71,2.82,2.8,2.93,2.81,130,1,0,0.8,0.69,1,Stable,1,4,0
S02154,Male,Information Security,EntranceExam,2.68,2.61,2.6,2.62,2.63,130,4,0,0.87,0.61,1,Average,0,7,0
S02155,Male,Game Design and Development,EntranceExam,2.69,2.73,3.43,2.99,2.96,140,0,0,0.83,0.8,1,Stable,1,4,0
S02156,Female,Financial Technology (Fintech),EntranceExam,2.37,3.04,2.09,1.77,2.32,130,0,0,0.88,0.82,1,Stable,1,4,1
S02157,Male,Game Design and Development,EntranceExam,2.79,2.91,3.48,2.92,3.02,140,0,0,0.82,0.74,2,Difficult,1,4,0
S02158,Male,E-commerce,EntranceExam,3.68,4,3.68,4,3.84,125,0,1,0.96,0.86,2,Average,1,4,1
S02159,Female,Automation,DirectAdmission,2.86,3.3,2.87,3.31,3.09,140,2,0,0.85,0.77,1,Difficult,1,4,0
S02160,Male,Information Security,EntranceExam,2.81,3,3.04,2.99,2.96,130,0,0,0.82,0.85,2,Stable,1,4,0
S02161,Female,Journalism,DirectAdmission,3.5,3.66,3.89,4,3.76,120,0,0,0.86,1,1,Average,1,4,0
S02162,Male,Automation,EntranceExam,2.26,2.67,1.95,2.21,2.27,140,1,1,0.99,0.9,2,Average,0,8,0
S02163,Female,Notary Relations,EntranceExam,1.59,1.84,2.39,2.06,1.97,125,3,0,0.78,0.8,1,Difficult,0,6,0
S02164,Female,Financial Technology (Fintech),EntranceExam,2.14,2.4,2.64,2.56,2.44,130,2,0,0.77,0.74,1,Stable,0,6,1
S02165,Female,Business Administration,EntranceExam,2.91,2.55,3.53,3.09,3.02,120,0,0,1,0.8,3,Average,1,4,1
S02166,Female,Computer Science,EntranceExam,2.52,2.76,3.47,3.39,3.04,130,0,0,0.86,0.76,3,Stable,1,4,1
S02167,Female,Information Security,EntranceExam,1.92,2.12,1.88,1.34,1.82,130,8,0,0.85,0.88,2,Stable,0,5,1
S02168,Female,Computer Science,DirectAdmission,2.07,2.08,2.01,1.69,1.96,130,6,0,0.89,0.84,1,Stable,0,5,0
S02169,Female,Information Security,EntranceExam,2.61,3.22,3.55,3.44,3.2,130,0,0,0.91,0.82,0,Stable,1,4,0
S02170,Female,Business Administration,EntranceExam,2.36,2.54,2.47,2.67,2.51,120,1,0,0.88,0.89,2,Stable,1,4,1
S02171,Female,Business Administration,DirectAdmission,3.62,3.52,3.89,3.29,3.58,120,0,0,0.93,0.71,0,Stable,1,4,0
S02172,Male,Accounting,EntranceExam,2.54,2.5,3.13,2.92,2.77,130,0,0,0.82,0.69,2,Average,1,4,0
S02173,Male,Information Technology,EntranceExam,3.02,3.08,2.59,1.99,2.67,130,0,0,0.98,0.98,3,Stable,1,4,0
S02174,Male,Multimedia Communication,EntranceExam,3.13,3.31,2.66,3.28,3.1,125,0,0,0.82,0.64,0,Stable,1,4,0
S02175,Male,Multimedia Communication,EntranceExam,2.74,2.79,2.35,2.04,2.48,125,2,0,0.82,0.64,2,Average,0,5,0
S02176,Female,Multimedia Technology,EntranceExam,3.04,2.97,2.85,2.31,2.79,125,0,0,0.9,1,1,Stable,1,4,1
S02177,Male,Game Design and Development,EntranceExam,3.34,2.9,2.86,3.57,3.17,140,0,0,0.83,0.9,1,Stable,1,4,1
S02178,Female,Journalism,EntranceExam,2.94,2.71,3.15,2.55,2.84,120,0,0,0.85,0.9,0,Average,1,4,1
S02179,Male,Artificial Intelligence,DirectAdmission,2.97,2.7,2.76,2.84,2.82,130,0,0,0.93,0.73,0,Average,1,4,0
S02180,Male,Business Administration,EntranceExam,1.83,2.37,2.5,1.95,2.16,120,3,0,0.88,0.75,1,Stable,0,6,0
S02181,Male,Information Technology,EntranceExam,3.14,2.59,2.74,2.21,2.67,130,0,0,0.9,0.96,1,Average,1,4,0
S02182,Female,Information Security,EntranceExam,2.74,2.61,2.85,2.7,2.72,130,0,0,0.93,0.93,2,Stable,1,4,1
S02183,Male,Financial Technology (Fintech),EntranceExam,2.2,3.13,2.58,2.96,2.72,130,2,0,0.75,0.83,3,Difficult,0,7,0
S02184,Male,E-commerce,DirectAdmission,2.66,3.47,2.64,3.31,3.02,125,0,0,0.8,0.68,2,Average,1,4,0
S02185,Female,Artificial Intelligence,EntranceExam,1.43,1.65,2.28,2.47,1.96,130,6,1,0.93,0.57,1,Stable,0,5,0
S02186,Female,Artificial Intelligence,EntranceExam,2.93,3.14,2.7,2.78,2.89,130,0,0,0.82,0.72,2,Average,1,4,1
S02187,Female,Information Security,EntranceExam,1.94,2.1,2.53,2.06,2.16,130,2,0,1,0.87,1,Average,0,6,1
S02188,Male,Artificial Intelligence,EntranceExam,3.08,2.46,2.69,2.44,2.67,130,0,0,0.95,0.87,1,Average,1,4,0
